A településrészek részletes adatai,,,,,,,,,,
,,,,,,,,,,
Helység KSH kód,Helység hivatalos megnevezése,Vármegye megnevezése,Településrész megnevezése,Településrész jelleg kód,Postai irányító-szám,A külterület települési jellege,A településrész távolsága a központi belterülettől,A népszámlálási lakónépesség,A lakások száma,Lakott egyéb lakóegységek száma
06859,Törökbálint,Pest,Téglagyár,02,2045,Üd.,1.7,,,
06859,Törökbálint,Pest,Törökbálint vasútállomás,02,2045,Forg.,2.4,13,6,0
06859,Törökbálint,Pest,Tükörhegy,01,2045,,1.0,"2,012",733,0
06859,Törökbálint,Pest,Világosdűlő,02,2045,Mgl.,1.9,86,26,0
06859,Törökbálint,Pest,Virágtanya,02,2045,Mgl.,1.7,44,17,0
20093,Törökkoppány,Somogy,Központi belterület,00,7285,,,424,225,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Alatka,02,5200,Mgl.,5.0,1,3,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Balla,01,5200,,1.6,111,77,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Ballapuszta,02,5200,Mgl.,9.0,6,5,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Barta,02,5200,Mgl.,7.0,28,27,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Földvárhalomdűlők,02,5200,Mgl.,9.0,20,15,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Karancsdűlő,02,5200,Mgl.,3.5,2,8,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Kastélydűlő,02,5212,Mgl.,7.0,3,1,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Kenderfölddűlő,02,5212,Mgl.,3.0,5,6,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Kisbartahalom,02,5200,Mgl.,3.0,13,5,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Központi belterület,00,5200,,,"18,622","8,548",1
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Kuczoridűlő,02,5200,Mgl.,0.0,2,1,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Nagymorotvadűlő,02,5200,Mgl.,3.0,5,4,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Pozderkahalomdűlő,02,5200,Mgl.,1.0,5,6,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Surjány,01,5212,,8.0,282,145,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Surjányi állami gazdaság,02,5212,Mgl.,9.0,20,10,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Surjány-újtelep,02,5212,Mgl.,8.0,55,26,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Szakállas,01,5212,,1.0,74,49,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Szakállaspuszta,02,5212,Mgl.,0.0,6,5,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Szenttamás,02,5200,Mgl.,0.5,35,24,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Szigetdűlő,02,5200,Mgl.,4.0,2,1,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Szőlőhátuljadűlő,02,5200,Mgl.,5.0,18,13,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Újballa,02,5200,Mgl.,8.0,8,4,0
27313,Törökszentmiklós,Jász-Nagykun-Szolnok,Újtábladűlő,02,5200,Mgl.,5.0,21,5,0
22008,Törtel,Pest,Besnyődűlő,02,2747,Mgl.,3.0,85,34,0
22008,Törtel,Pest,Búbosdűlő,02,2747,Mgl.,2.0,,,
22008,Törtel,Pest,Czakódűlő,02,2747,Mgl.,8.0,15,9,0
22008,Törtel,Pest,Ernyődűlő,02,2747,Mgl.,4.0,81,41,0
22008,Törtel,Pest,Kákástódűlő,02,2747,Mgl.,3.0,51,33,0
22008,Törtel,Pest,Központi belterület,00,2747,,,"3,776","1,580",1
22008,Törtel,Pest,Ludasidűlő,02,2747,Mgl.,7.0,7,6,0
22008,Törtel,Pest,Mankósdűlő,02,2747,Mgl.,1.0,9,3,0
22008,Törtel,Pest,Nádasdűlő,02,2747,Mgl.,2.0,,,
22008,Törtel,Pest,Nyilasdűlő,02,2747,Mgl.,2.0,101,49,0
22008,Törtel,Pest,Újosztálydűlő,02,2747,Mgl.,4.0,76,61,0
22008,Törtel,Pest,Vízjárásdűlő,02,2747,Mgl.,4.0,,,
04136,Töttös,Baranya,Központi belterület,00,7755,,,530,244,0
04136,Töttös,Baranya,Külterület,02,7755,Lh.,2.0,,,
04914,Trizs,Borsod-Abaúj-Zemplén,Központi belterület,00,3724,,,174,103,0
13213,Tunyogmatolcs,Szabolcs-Szatmár-Bereg,Árvízvédelmi központ,02,4731,Üszl.,2.0,,1,0
13213,Tunyogmatolcs,Szabolcs-Szatmár-Bereg,Gátőrház,02,4731,Őh.,1.5,2,1,0
13213,Tunyogmatolcs,Szabolcs-Szatmár-Bereg,Központi belterület,00,4731,,,"2,287",923,1
13213,Tunyogmatolcs,Szabolcs-Szatmár-Bereg,Tunyogmatolcs vasútállomás,02,4731,Forg.,1.0,,,
09593,Tura,Pest,Központi belterület,00,2194,,,"7,681","2,952",0
09593,Tura,Pest,Üdülőterület,02,2194,Üd.,2.0,107,49,0
13602,Túristvándi,Szabolcs-Szatmár-Bereg,Bánkytanya,02,4944,Mgl.,1.1,5,1,0
13602,Túristvándi,Szabolcs-Szatmár-Bereg,Központi belterület,00,4944,,,645,248,1
28228,Túrkeve,Jász-Nagykun-Szolnok,Bala,02,5420,Lh.,5.0,33,15,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Ecseg,02,5420,Lh.,4.0,5,2,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Farkaszug,02,5420,Lh.,3.0,1,1,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Fehértó,02,5420,Lh.,6.0,,,
28228,Túrkeve,Jász-Nagykun-Szolnok,Kiskaba,02,5420,Lh.,4.0,7,6,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Kismalomzug,02,5420,Lh.,2.3,8,4,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Központi belterület,00,5420,,,"7,725","3,845",0
28228,Túrkeve,Jász-Nagykun-Szolnok,Malomzugikert,02,5420,Lh.,1.7,18,13,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Móricztanyák,02,5420,Lh.,2.5,12,5,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Nagykaba,02,5420,Lh.,6.0,18,14,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Pásztó,02,5420,Lh.,5.0,,2,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Pásztói újtelep,02,5420,Lh.,8.0,19,12,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Póhamara,02,5420,Lh.,3.0,1,2,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Póhamara vasútállomás,02,5420,Lh.,1.0,1,1,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Toldikút,02,5420,Lh.,6.0,9,6,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Túrkedd,02,5420,Lh.,5.0,1,1,0
28228,Túrkeve,Jász-Nagykun-Szolnok,Vénkert,02,5420,Lh.,1.0,10,5,0
18582,Túrony,Baranya,Diósdűlő,02,7811,Mgl.,0.1,,1,0
18582,Túrony,Baranya,Katalinpuszta,02,7811,Kt.,2.0,,,
18582,Túrony,Baranya,Központi belterület,00,7811,,,239,97,0
18582,Túrony,Baranya,Kültelek,02,7811,Mgl.,2.0,3,1,0
18582,Túrony,Baranya,Szőlőhegy,02,7811,Mgl.,2.0,2,2,0
08998,Túrricse,Szabolcs-Szatmár-Bereg,Erdészlak,02,4968,Őh.,1.4,,,
08998,Túrricse,Szabolcs-Szatmár-Bereg,Központi belterület,00,4968,,,597,221,0
09919,Tuzsér,Szabolcs-Szatmár-Bereg,Bezdédi út,02,4623,Ipt.,4.0,,,
09919,Tuzsér,Szabolcs-Szatmár-Bereg,Előtó,02,4623,Ipt.,3.0,,,
09919,Tuzsér,Szabolcs-Szatmár-Bereg,ERDÉRT 14. sz.,01,4644,,2.0,,,
09919,Tuzsér,Szabolcs-Szatmár-Bereg,ERDÉRT-telep,02,4623,Lh.,4.1,58,24,0
09919,Tuzsér,Szabolcs-Szatmár-Bereg,Kálongatanya,02,4623,Lh.,7.0,134,58,0
09919,Tuzsér,Szabolcs-Szatmár-Bereg,Központi belterület,00,4623,,,"3,012",924,0
09919,Tuzsér,Szabolcs-Szatmár-Bereg,Nagyerdő,02,4623,Mgl.,0.7,1,1,0
12609,Türje,Zala,Adolfmajor,02,8796,Kt.,3.0,,,
12609,Türje,Zala,Központi belterület,00,8796,,,"1,494",659,0
12609,Türje,Zala,Öreghegy,02,8796,Mgl.,1.0,37,30,0
12609,Türje,Zala,Vincemajor,02,8796,Mgl.,3.0,,,
12609,Türje,Zala,Zsigmondháza,02,8796,Lh.,3.0,5,4,0
04631,Tüskevár,Veszprém,Központi belterület,00,8477,,,522,264,0
04631,Tüskevár,Veszprém,Tüskevár vasútállomás,02,8477,Forg.,1.0,2,3,0
31398,Tyukod,Szabolcs-Szatmár-Bereg,Állami gazdasági üzemegység,02,4762,Mgl.,7.7,,,
31398,Tyukod,Szabolcs-Szatmár-Bereg,Bulyákitanya,02,4762,Mgl.,4.0,,,
31398,Tyukod,Szabolcs-Szatmár-Bereg,Központi belterület,00,4762,,,"1,837",846,0
31398,Tyukod,Szabolcs-Szatmár-Bereg,Ossántanya,02,4762,Mgl.,3.0,,,
31398,Tyukod,Szabolcs-Szatmár-Bereg,Porcsalma-Tyukod vasútállomás,02,4762,Forg.,1.1,,,
31398,Tyukod,Szabolcs-Szatmár-Bereg,Szalmaváros,01,4762,,8.0,1,14,0
31398,Tyukod,Szabolcs-Szatmár-Bereg,Újtelep,02,4762,Őh.,5.0,1,2,0
31398,Tyukod,Szabolcs-Szatmár-Bereg,Zsírostanya,01,4762,,6.7,9,13,0
04437,Udvar,Baranya,Központi belterület,00,7718,,,127,66,0
21360,Udvari,Tolna,Központi belterület,00,7066,,,272,137,0
24767,Ugod,Veszprém,Boldizsárlak,02,8564,Mgl.,1.0,2,1,0
24767,Ugod,Veszprém,Dióspuszta,02,8564,Kt.,6.0,,,
24767,Ugod,Veszprém,Franciavágás,02,8564,Ipt.,5.0,6,11,0
24767,Ugod,Veszprém,Gerencepuszta,02,8571,Szál.,0.0,,1,0
24767,Ugod,Veszprém,Hubertlak,02,8571,Szál.,5.0,,,
24767,Ugod,Veszprém,Huszárokelőpuszta,02,8571,Mgl.,2.0,5,2,0
24767,Ugod,Veszprém,Központi belterület,00,8564,,,"1,239",561,1
17482,Újbarok,Fejér,Hosszúhegyidűlő,02,2066,Üd.,1.0,,,
17482,Újbarok,Fejér,Központi belterület,00,2066,,,404,161,0
17482,Újbarok,Fejér,Liponyadűlő,02,2066,Üd.,2.5,66,38,0
12487,Újcsanálos,Borsod-Abaúj-Zemplén,Központi belterület,00,3716,,,765,297,0
12487,Újcsanálos,Borsod-Abaúj-Zemplén,Újcsanálosipart,01,3716,,2.7,12,15,0
33659,Újdombrád,Szabolcs-Szatmár-Bereg,Dakostanya,02,4491,Kt.,2.0,,,
33659,Újdombrád,Szabolcs-Szatmár-Bereg,Központi belterület,00,4491,,,607,211,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Dózsatag,02,4087,Lh.,0.0,3,6,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Epreskert,02,4244,Üszl.,2.2,1,1,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Ereszvény,02,4244,Lh.,3.0,9,9,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Kismicske,02,4244,Mgl.,5.0,2,2,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Kisszegegyháza,02,4087,Lh.,2.0,5,6,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Központi belterület,00,4244,,,"12,036","4,665",0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Nagymicske,02,4244,Mgl.,7.0,,1,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Pázmány,02,4244,Mgl.,8.0,5,1,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Petőfitag,02,4244,Lh.,9.0,15,7,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Sorhegy,02,4244,Lh.,0.0,6,7,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Sóstótanya,02,4244,Mgl.,4.0,3,3,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Szilashát,02,4244,Lh.,1.0,16,10,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Táncsicstag,02,4244,Lh.,4.0,26,15,0
26611,Újfehértó,Szabolcs-Szatmár-Bereg,Vadastag,02,4244,Lh.,6.0,54,40,0
06293,Újhartyán,Pest,Főzőtanya,02,2367,Lh.,7.0,11,1,0
06293,Újhartyán,Pest,Ipartelep,01,2367,,0.5,13,6,0
06293,Újhartyán,Pest,Központi belterület,00,2367,,,"2,817","1,138",0
06293,Újhartyán,Pest,Vatyatanya,02,2367,Lh.,5.0,,,
23393,Újiráz,Hajdú-Bihar,Központi belterület,00,4146,,,460,258,0
20561,Újireg,Tolna,Központi belterület,00,7095,,,244,132,0
20561,Újireg,Tolna,Újiregitanyák,02,7095,Lh.,3.0,,1,0
10117,Újkenéz,Szabolcs-Szatmár-Bereg,Központi belterület,00,4635,,,881,352,2
19673,Újkér,Győr-Moson-Sopron,Kokasmajor,02,9471,Mgl.,4.7,,1,0
19673,Újkér,Győr-Moson-Sopron,Központi belterület,00,9472,,,964,416,0
19673,Újkér,Győr-Moson-Sopron,Makkoshetye,01,9472,,3.6,7,5,0
19673,Újkér,Győr-Moson-Sopron,Margitmajor,02,9472,Őh.,3.3,,1,0
02352,Újkígyós,Békés,Eperjesitanyák,02,5661,Mgl.,3.0,7,3,0
02352,Újkígyós,Békés,Központi belterület,00,5661,,,"4,709","2,190",0
02352,Újkígyós,Békés,Újkígyósi keleti tanyák,02,5661,Mgl.,6.0,11,12,0
02352,Újkígyós,Békés,Újkígyósi nyugati tanyák,02,5661,Mgl.,4.0,5,1,0
19682,Újlengyel,Pest,Dánosidűlő,02,2724,Lh.,3.0,77,35,0
19682,Újlengyel,Pest,Hernádidűlő,02,2724,Lh.,4.0,45,22,0
19682,Újlengyel,Pest,Kőrösi út,02,2724,Lh.,4.0,27,11,0
19682,Újlengyel,Pest,Központi belterület,00,2724,,,"1,617",653,0
19682,Újlengyel,Pest,Tsz major,02,2724,Lh.,1.0,2,1,0
20419,Újléta,Hajdú-Bihar,Csárdapuszta,02,4288,Mgl.,6.0,8,5,0
20419,Újléta,Hajdú-Bihar,Csohostó,02,4288,Mgl.,6.0,6,5,0
20419,Újléta,Hajdú-Bihar,Hegyalja,02,4288,Mgl.,2.0,6,5,0
20419,Újléta,Hajdú-Bihar,Központi belterület,00,4288,,,994,392,0
20419,Újléta,Hajdú-Bihar,Ligetpuszta,02,4288,Mgl.,8.0,11,12,0
27623,Újlőrincfalva,Heves,Gátőrház,02,3387,Őh.,6.0,,1,0
27623,Újlőrincfalva,Heves,Központi belterület,00,3387,,,182,125,0
27623,Újlőrincfalva,Heves,Magyarad,02,3387,Kt.,6.0,,,
06062,Újpetre,Baranya,Ady utca,01,7766,,0.4,248,83,0
06062,Újpetre,Baranya,Grécpuszta,02,7768,Kt.,3.0,,,
06062,Újpetre,Baranya,Központi belterület,00,7766,,,711,298,0
31839,Újrónafő,Győr-Moson-Sopron,Császárrét,02,9244,Mgl.,1.0,112,33,0
31839,Újrónafő,Győr-Moson-Sopron,Központi belterület,00,9244,,,714,285,0
08785,Újsolt,Bács-Kiskun,Gyármajor,02,6321,Mgl.,5.0,5,8,0
08785,Újsolt,Bács-Kiskun,Kispuszta,02,6321,Mgl.,2.0,5,2,0
08785,Újsolt,Bács-Kiskun,Központi belterület,00,6321,,,140,89,0
08785,Újsolt,Bács-Kiskun,Nagyrét,02,6321,Mgl.,1.0,,3,0
08785,Újsolt,Bács-Kiskun,Sallairész,02,6321,Mgl.,3.0,2,6,0
08785,Újsolt,Bács-Kiskun,Schönfeldpuszta,02,6321,Mgl.,5.0,,,
08785,Újsolt,Bács-Kiskun,Vásárhalom,02,6321,Mgl.,5.0,6,9,0
24350,Újszalonta,Békés,Bakossziget,02,5727,Mgl.,2.5,,,
24350,Újszalonta,Békés,Központi belterület,00,5727,,,85,70,0
24350,Újszalonta,Békés,Nyárfarétitanyák,02,5727,Mgl.,2.5,1,1,0
15291,Újszász,Jász-Nagykun-Szolnok,Egyestanya,02,5052,Mgl.,4.0,4,1,0
15291,Újszász,Jász-Nagykun-Szolnok,Erdészlak,02,5052,Kt.,4.0,,,
15291,Újszász,Jász-Nagykun-Szolnok,Göbölyjárástanya,02,5052,Mgl.,3.0,2,1,0
15291,Újszász,Jász-Nagykun-Szolnok,Hosszúhátitanyák,02,5052,Lh.,1.0,,,
15291,Újszász,Jász-Nagykun-Szolnok,Központi belterület,00,5052,,,"5,814","2,500",0
15291,Újszász,Jász-Nagykun-Szolnok,Vasútiőrház belterület,01,5052,,0.3,,,
15291,Újszász,Jász-Nagykun-Szolnok,Vasútiőrház külterület,02,5052,Forg.,2.0,,1,0
14924,Újszentiván,Csongrád-Csanád,Kiskertek,02,6754,Üd.,0.5,58,24,0
14924,Újszentiván,Csongrád-Csanád,Központi belterület,00,6754,,,"1,813",682,0
14924,Újszentiván,Csongrád-Csanád,Külterület,02,6754,Mgl.,1.0,4,3,0
32568,Újszentmargita,Hajdú-Bihar,Bödönhát,02,4065,Mgl.,2.0,46,24,0
32568,Újszentmargita,Hajdú-Bihar,Csikótelep,02,4065,Üszl.,5.0,,,
32568,Újszentmargita,Hajdú-Bihar,Csurgóhát,02,4065,Üszl.,8.0,,,
32568,Újszentmargita,Hajdú-Bihar,Kiscserepes,02,4065,Kt.,5.0,,,
32568,Újszentmargita,Hajdú-Bihar,Központi belterület,00,4065,,,"1,240",537,0
32568,Újszentmargita,Hajdú-Bihar,Margitaerdő,02,4065,Őh.,1.0,1,1,0
32568,Újszentmargita,Hajdú-Bihar,Mikroállomás kültelek,02,4065,Üszl.,0.5,,,
32568,Újszentmargita,Hajdú-Bihar,Nagyszög,02,4065,Mgl.,8.0,,,
32568,Újszentmargita,Hajdú-Bihar,Szandalik,02,4065,Üszl.,8.0,,,
32568,Újszentmargita,Hajdú-Bihar,Szentmargita Kerecsedűlő,02,4065,Mgl.,7.0,4,1,0
32568,Újszentmargita,Hajdú-Bihar,Tuka,02,4065,Lh.,7.0,23,30,0
17808,Újszilvás,Pest,Ábrahámtelek,02,2768,Lh.,2.5,12,6,0
17808,Újszilvás,Pest,Fáradttanya,02,2768,Lh.,4.3,,,
17808,Újszilvás,Pest,Központi belterület,00,2768,,,"2,407","1,038",0
17808,Újszilvás,Pest,Külterület,02,2768,Lh.,1.5,204,110,0
33604,Újtelek,Bács-Kiskun,Központi belterület,00,6337,,,336,253,0
11925,Újtikos,Hajdú-Bihar,Borockásmajor,02,4096,Mgl.,5.0,1,1,0
11925,Újtikos,Hajdú-Bihar,Gátőrház,02,4096,Őh.,3.0,1,1,0
11925,Újtikos,Hajdú-Bihar,Központi belterület,00,4096,,,806,384,0
11925,Újtikos,Hajdú-Bihar,Tanya,02,4096,Mgl.,4.0,1,1,0
11925,Újtikos,Hajdú-Bihar,Vasvári utca,02,4096,Mgl.,2.0,,,
32197,Újudvar,Zala,Központi belterület,00,8778,,,884,364,0
32197,Újudvar,Zala,Magyarszerdahely vasútállomás,02,8778,Forg.,3.0,,1,0
32197,Újudvar,Zala,Öreghegy,02,8778,Mgl.,1.0,12,3,2
32197,Újudvar,Zala,Újudvar vasútállomás és őrházak,02,8778,Forg.,3.0,1,2,0
07205,Újvárfalva,Somogy,Központi belterület,00,7436,,,87,57,0
07205,Újvárfalva,Somogy,Miklóspuszta,02,7436,Őh.,1.5,,1,0
07205,Újvárfalva,Somogy,Nadalos,01,7436,,3.0,139,67,0
23010,Ukk,Veszprém,Központi belterület,00,8347,,,287,147,0
23010,Ukk,Veszprém,Külterület,02,8347,Forg.,2.0,2,4,0
23010,Ukk,Veszprém,Vasúti megállóhely,02,8347,Forg.,1.7,,,
20792,Und,Győr-Moson-Sopron,Erdősor,02,9464,Lh.,3.0,5,2,0
20792,Und,Győr-Moson-Sopron,Központi belterület,00,9464,,,338,163,0
27632,Úny,Komárom-Esztergom,Központi belterület,00,2528,,,684,273,0
27632,Úny,Komárom-Esztergom,Mihálffymajor,02,2528,Kt.,1.0,6,1,0
27632,Úny,Komárom-Esztergom,Páskom,02,2528,Mgl.,1.0,49,48,0
18351,Uppony,Borsod-Abaúj-Zemplén,Központi belterület,00,3622,,,269,209,0
28981,Ura,Szabolcs-Szatmár-Bereg,Börvelyi úti tanyák,02,4763,Lh.,7.8,14,12,0
28981,Ura,Szabolcs-Szatmár-Bereg,Központi belterület,00,4763,,,511,247,0
28981,Ura,Szabolcs-Szatmár-Bereg,Külterület,02,4763,Őh.,2.5,1,2,0
28981,Ura,Szabolcs-Szatmár-Bereg,Supatanyák,02,4763,Lh.,7.8,,2,0
21537,Uraiújfalu,Vas,Keltetőüzem,02,9651,Üszl.,1.5,5,3,0
21537,Uraiújfalu,Vas,Központi belterület,00,9651,,,829,385,0
21537,Uraiújfalu,Vas,Ragyogói gátőrház,02,9651,Őh.,3.1,1,1,0
17622,Úrhida,Fejér,Központi belterület,00,8142,,,"2,647",944,0
17622,Úrhida,Fejér,Szabadsághegy,01,8142,,0.5,,,
28644,Úri,Pest,Boldogságtanya,02,2244,Kt.,0.5,,1,0
28644,Úri,Pest,Fazekastanya,02,2244,Mgl.,1.0,4,1,0
28644,Úri,Pest,Központi belterület,00,2244,,,"2,593",981,0
28644,Úri,Pest,Málnaház,02,2244,Mgl.,1.2,10,3,0
20853,Úrkút,Veszprém,Központi belterület,00,8409,,,"1,816",705,0
20853,Úrkút,Veszprém,Zsófiapuszta,02,8409,Mgl.,3.0,94,57,0
31820,Uszka,Szabolcs-Szatmár-Bereg,Központi belterület,00,4952,,,424,110,0
16294,Uszód,Bács-Kiskun,Központi belterület,00,6332,,,858,463,0
16294,Uszód,Bács-Kiskun,Uszóditanyák,02,6332,Mgl.,8.4,,3,0
34218,Uzsa,Veszprém,Diófa utca,02,8321,Üd.,0.1,17,6,0
34218,Uzsa,Veszprém,Erdésztelep,02,8321,Mgl.,1.7,24,10,0
34218,Uzsa,Veszprém,Íriszmajor,02,8321,Mgl.,3.2,,1,0
34218,Uzsa,Veszprém,Kerekerdő,02,8321,Szál.,3.5,,,
34218,Uzsa,Veszprém,Központi belterület,00,8321,,,257,128,0
34218,Uzsa,Veszprém,Vasutastelep,02,8321,Forg.,2.5,8,6,0
21412,Üllés,Csongrád-Csanád,Árpáddűlő,02,6794,Mgl.,3.0,200,137,0
21412,Üllés,Csongrád-Csanád,Kossuthdűlő,02,6794,Mgl.,2.0,133,87,0
21412,Üllés,Csongrád-Csanád,Központi belterület,00,6794,,,"2,257",996,0
21412,Üllés,Csongrád-Csanád,Petőfidűlő,02,6794,Mgl.,6.0,281,152,0
21412,Üllés,Csongrád-Csanád,Rózsadűlő,02,6794,Mgl.,5.0,132,105,0
12894,Üllő,Pest,Cédulaház,02,2225,Lh.,0.3,,,
12894,Üllő,Pest,Dórapuszta,02,2225,Mgl.,4.3,43,23,0
12894,Üllő,Pest,Erdőszéltanya,02,2225,Lh.,1.0,,,
12894,Üllő,Pest,Fácános,02,2225,Kt.,3.2,,,
12894,Üllő,Pest,Hegedűstanya,02,2225,Mgl.,1.0,,,
12894,Üllő,Pest,Hosszúberek útja,01,2225,,3.8,115,45,0
12894,Üllő,Pest,Hosszúberektanya,02,2225,Lh.,3.0,31,15,0
12894,Üllő,Pest,Huberttanya,02,2225,Lh.,6.1,,,
12894,Üllő,Pest,Jegenyéstanya,02,2225,Kt.,7.5,,,
12894,Üllő,Pest,Központi belterület,00,2225,,,"12,435","4,547",2
12894,Üllő,Pest,Pusztalöb,02,2225,Szál.,3.7,34,10,0
12894,Üllő,Pest,Söprűstanya,02,2225,Kt.,3.1,,,
12894,Üllő,Pest,Stöckltanya,02,2225,Lh.,7.3,3,1,0
12894,Üllő,Pest,Szekerestanya,02,2225,Lh.,5.6,3,4,0
12894,Üllő,Pest,Tornyoslöb,02,2225,Ki.,2.0,,,
12894,Üllő,Pest,Vasúti őrház,02,2225,Lh.,1.0,2,1,0
11934,Üröm,Pest,Ezüsthegy,01,2096,,1.5,42,14,0
11934,Üröm,Pest,Központi belterület,00,2096,,,"8,007","2,799",0
11934,Üröm,Pest,Külterület,02,2096,Mgl.,2.0,16,4,0
11934,Üröm,Pest,Panoráma liget belterülete,01,2096,,1.5,345,96,0
11934,Üröm,Pest,Péterhegy,01,2096,,1.5,,,
11934,Üröm,Pest,Rókahegy,01,2096,,1.0,7,2,0
11934,Üröm,Pest,Sadove belterülete,01,2096,,1.5,252,100,0
11934,Üröm,Pest,Sadove külterülete,02,2096,Lh.,1.5,127,47,0
11934,Üröm,Pest,Táborföld,01,2096,,2.5,,,
24934,Vác,Pest,Alsókőhíd-part,02,2600,Mgl.,2.9,,,
24934,Vác,Pest,Alsóspisnyér,02,2600,Kt.,3.0,,,
24934,Vác,Pest,Althándűlő,02,2600,Mgl.,2.5,3,2,0
24934,Vác,Pest,Bácskadűlő,02,2600,Mgl.,1.0,,,
24934,Vác,Pest,Csatameződűlő,02,2600,Mgl.,7.0,24,11,0
24934,Vác,Pest,Csipkés,02,2600,Mgl.,2.3,50,25,0
24934,Vác,Pest,Déli lakóterület,01,2600,,5.0,277,203,0
24934,Vác,Pest,Derecskedűlő,02,2600,Mgl.,7.5,1,1,0
24934,Vác,Pest,Diósvölgy,02,2600,Mgl.,4.5,15,7,0
24934,Vác,Pest,Egyházmöge,02,2600,Mgl.,3.0,72,44,0
24934,Vác,Pest,Felsőspinyér,02,2600,Kt.,4.0,16,7,0
24934,Vác,Pest,Fenyvesdűlő,02,2600,Mgl.,3.0,8,2,0
24934,Vác,Pest,Gombás-dűlő,02,2600,Mgl.,4.4,39,15,0
24934,Vác,Pest,Hermány,02,2600,Mgl.,5.0,7,3,0
24934,Vác,Pest,Homokdűlő,02,2600,Lh.,8.0,18,7,0
24934,Vác,Pest,Katalinpusztadűlő,02,2600,Kt.,8.0,1,1,0
24934,Vác,Pest,Kisgombás,02,2600,Mgl.,2.0,27,10,0
24934,Vác,Pest,Kispincevölgy,02,2600,Mgl.,6.0,,,
24934,Vác,Pest,Kissánc,02,2600,Mgl.,4.0,16,8,0
24934,Vác,Pest,Kissejce,02,2600,Lh.,7.0,122,55,0
24934,Vác,Pest,Kláraháza,02,2600,Mgl.,6.0,10,3,0
24934,Vác,Pest,Körtvélyes,02,2600,Mgl.,6.0,74,31,0
24934,Vác,Pest,Középmály,02,2600,Mgl.,4.8,,,
24934,Vác,Pest,Központi belterület,00,2600,,,"33,285","15,142",0
24934,Vác,Pest,Kútvölgy,02,2600,Mgl.,4.0,8,7,0
24934,Vác,Pest,Látóhegy,02,2600,Mgl.,5.0,4,3,0
24934,Vác,Pest,Máriaudvar,02,2600,Mgl.,5.0,6,4,0
24934,Vác,Pest,Nyulasdűlő,02,2600,Kt.,2.5,87,47,0
24934,Vác,Pest,Öreggombás,02,2600,Mgl.,4.0,31,14,0
24934,Vác,Pest,Öregpincevölgy,02,2600,Mgl.,5.0,10,7,0
24934,Vác,Pest,Patakföld,02,2600,Mgl.,4.0,129,59,0
24934,Vác,Pest,Patakvölgy,02,2600,Mgl.,5.2,17,6,0
